Date,Description,Amount,Type,Category
2024-03-03,Indian Oil fuel,173.04,DEBIT,Transport
2024-03-03,CityFlo monthly pass,254.59,DEBIT,Transport
2024-03-03,Airtel Fibre broadband,691.07,DEBIT,Utilities
2024-03-04,Amazon.in order,1033.90,DEBIT,Shopping
2024-03-04,Decathlon Powai,1335.36,DEBIT,Shopping
2024-03-04,IKEA Navi Mumbai,1897.66,DEBIT,Shopping
2024-03-04,CityFlo monthly pass,447.24,DEBIT,Transport
2024-03-04,Airtel Fibre broadband,627.43,DEBIT,Utilities
2024-03-04,Mahanagar Gas bill,670.94,DEBIT,Utilities
2024-03-05,Netflix subscription,694.97,DEBIT,Entertainment
2024-03-05,Nature's Basket,837.14,DEBIT,Groceries
2024-03-05,More Supermarket,890.98,DEBIT,Groceries
2024-03-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2024-03-05,Starbucks Powai,232.83,DEBIT,Take-out
2024-03-05,Dominos Pizza,397.03,DEBIT,Take-out
2024-03-05,MSEB electricity bill,309.13,DEBIT,Utilities
2024-03-06,Fresh Fruits & Veg Co.,630.78,DEBIT,Groceries
2024-03-06,DMart Andheri West,610.01,DEBIT,Groceries
2024-03-06,BigBasket order,433.03,DEBIT,Groceries
2024-03-06,Nature's Basket,297.37,DEBIT,Groceries
2024-03-06,Amazon.in order,1380.16,DEBIT,Shopping
2024-03-06,IKEA Navi Mumbai,506.27,DEBIT,Shopping
2024-03-06,Indian Oil fuel,359.10,DEBIT,Transport
2024-03-06,Mumbai Metro recharge,114.65,DEBIT,Transport
2024-03-07,Netflix subscription,196.47,DEBIT,Entertainment
2024-03-07,BigBasket order,303.23,DEBIT,Groceries
2024-03-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2024-03-07,IKEA Navi Mumbai,1019.38,DEBIT,Shopping
2024-03-07,Starbucks Powai,382.38,DEBIT,Take-out
2024-03-07,Swiggy order,175.49,DEBIT,Take-out
2024-03-07,Dominos Pizza,296.50,DEBIT,Take-out
2024-03-07,Cafe Coffee Day,563.64,DEBIT,Take-out
2024-03-08,Reliance Fresh,589.40,DEBIT,Groceries
2024-03-08,DMart Andheri West,479.76,DEBIT,Groceries
2024-03-08,Myntra order,868.57,DEBIT,Shopping
2024-03-08,Dominos Pizza,347.51,DEBIT,Take-out
2024-03-08,Zomato order,437.89,DEBIT,Take-out
2024-03-08,Ola Cabs,401.29,DEBIT,Transport
2024-03-08,HP Petrol Pump,115.41,DEBIT,Transport
2024-03-08,CityFlo monthly pass,354.97,DEBIT,Transport
2024-03-09,Spotify Premium,171.22,DEBIT,Entertainment
2024-03-09,Steam games purchase,643.48,DEBIT,Entertainment
2024-03-09,Reliance Fresh,584.19,DEBIT,Groceries
2024-03-09,Starbucks Powai,253.25,DEBIT,Take-out
2024-03-09,Swiggy order,274.06,DEBIT,Take-out
2024-03-09,Indian Oil fuel,156.98,DEBIT,Transport
2024-03-10,Nature's Basket,553.58,DEBIT,Groceries
2024-03-10,DMart Andheri West,964.53,DEBIT,Groceries
2024-03-10,Reliance Fresh,390.32,DEBIT,Groceries
2024-03-10,Uber ride,215.58,DEBIT,Transport
2024-03-10,HP Petrol Pump,275.17,DEBIT,Transport
2024-03-10,Mahanagar Gas bill,388.89,DEBIT,Utilities
2024-03-11,Fresh Fruits & Veg Co.,240.27,DEBIT,Groceries
2024-03-11,Fresh Fruits & Veg Co.,510.71,DEBIT,Groceries
2024-03-11,Behrouz Biryani,75.40,DEBIT,Take-out
2024-03-11,Swiggy order,398.25,DEBIT,Take-out
2024-03-11,Airtel Fibre broadband,427.03,DEBIT,Utilities
2024-03-11,Mahanagar Gas bill,381.61,DEBIT,Utilities
2024-03-12,Fresh Fruits & Veg Co.,367.13,DEBIT,Groceries
2024-03-12,Zomato order,291.74,DEBIT,Take-out
2024-03-12,CityFlo monthly pass,283.34,DEBIT,Transport
2024-03-12,Ola Cabs,370.97,DEBIT,Transport
2024-03-12,Mahanagar Gas bill,852.76,DEBIT,Utilities
2024-03-13,BookMyShow tickets,502.42,DEBIT,Entertainment
2024-03-13,Fresh Fruits & Veg Co.,758.53,DEBIT,Groceries
2024-03-13,Fresh Fruits & Veg Co.,346.64,DEBIT,Groceries
2024-03-13,BigBasket order,367.90,DEBIT,Groceries
2024-03-13,Cafe Coffee Day,91.89,DEBIT,Take-out
2024-03-14,Fresh Fruits & Veg Co.,598.05,DEBIT,Groceries
2024-03-14,IKEA Navi Mumbai,2174.93,DEBIT,Shopping
2024-03-14,Amazon.in order,879.55,DEBIT,Shopping
2024-03-14,Decathlon Powai,755.46,DEBIT,Shopping
2024-03-14,Behrouz Biryani,153.94,DEBIT,Take-out
2024-03-14,Starbucks Powai,288.50,DEBIT,Take-out
2024-03-14,Zomato order,457.12,DEBIT,Take-out
2024-03-14,Indian Oil fuel,396.39,DEBIT,Transport
2024-03-14,Ola Cabs,186.12,DEBIT,Transport
2024-03-15,BigBasket order,438.73,DEBIT,Groceries
2024-03-15,Behrouz Biryani,161.22,DEBIT,Take-out
2024-03-15,Dominos Pizza,288.18,DEBIT,Take-out
2024-03-15,Swiggy order,220.27,DEBIT,Take-out
2024-03-15,Jio postpaid bill,657.64,DEBIT,Utilities
2024-03-16,BookMyShow tickets,741.73,DEBIT,Entertainment
2024-03-16,Croma Electronics,1828.51,DEBIT,Shopping
2024-03-16,Myntra order,1891.91,DEBIT,Shopping
2024-03-16,Croma Electronics,204.40,DEBIT,Shopping
2024-03-16,Behrouz Biryani,356.42,DEBIT,Take-out
2024-03-16,Indian Oil fuel,118.46,DEBIT,Transport
2024-03-16,Uber ride,234.77,DEBIT,Transport
2024-03-16,Water tax payment,266.98,DEBIT,Utilities
2024-03-16,Mahanagar Gas bill,398.74,DEBIT,Utilities
2024-03-17,Netflix subscription,660.77,DEBIT,Entertainment
2024-03-17,BigBasket order,814.24,DEBIT,Groceries
2024-03-17,BigBasket order,358.93,DEBIT,Groceries
2024-03-17,BigBasket order,417.08,DEBIT,Groceries
2024-03-17,Starbucks Powai,377.71,DEBIT,Take-out
2024-03-18,BigBasket order,751.98,DEBIT,Groceries
2024-03-18,DMart Andheri West,517.08,DEBIT,Groceries
2024-03-18,DMart Andheri West,363.06,DEBIT,Groceries
2024-03-18,Ola Cabs,298.84,DEBIT,Transport
2024-03-18,Mumbai Metro recharge,167.71,DEBIT,Transport
2024-03-18,Mahanagar Gas bill,320.91,DEBIT,Utilities
2024-03-18,MSEB electricity bill,414.77,DEBIT,Utilities
2024-03-18,Jio postpaid bill,400.08,DEBIT,Utilities
2024-03-19,PVR Cinemas,132.47,DEBIT,Entertainment
2024-03-19,Nature's Basket,561.55,DEBIT,Groceries
2024-03-19,Zomato order,290.84,DEBIT,Take-out
2024-03-19,CityFlo monthly pass,457.84,DEBIT,Transport
2024-03-19,Ola Cabs,383.23,DEBIT,Transport
2024-03-19,Mahanagar Gas bill,196.25,DEBIT,Utilities
2024-03-19,Jio postpaid bill,491.96,DEBIT,Utilities
2024-03-20,Steam games purchase,329.20,DEBIT,Entertainment
2024-03-20,Steam games purchase,323.93,DEBIT,Entertainment
2024-03-20,Fresh Fruits & Veg Co.,932.15,DEBIT,Groceries
2024-03-20,Nature's Basket,653.07,DEBIT,Groceries
2024-03-20,Reliance Fresh,307.18,DEBIT,Groceries
2024-03-20,Zomato order,356.66,DEBIT,Take-out
2024-03-20,HP Petrol Pump,488.28,DEBIT,Transport
2024-03-21,BigBasket order,942.20,DEBIT,Groceries
2024-03-21,Dominos Pizza,275.42,DEBIT,Take-out
2024-03-21,Cafe Coffee Day,189.42,DEBIT,Take-out
2024-03-21,Behrouz Biryani,482.74,DEBIT,Take-out
2024-03-21,Airtel Fibre broadband,567.16,DEBIT,Utilities
2024-03-22,More Supermarket,484.96,DEBIT,Groceries
2024-03-22,More Supermarket,308.16,DEBIT,Groceries
2024-03-22,IKEA Navi Mumbai,1307.09,DEBIT,Shopping
2024-03-22,Ola Cabs,463.64,DEBIT,Transport
2024-03-22,Mumbai Metro recharge,421.58,DEBIT,Transport
2024-03-23,Netflix subscription,247.69,DEBIT,Entertainment
2024-03-23,Spotify Premium,336.69,DEBIT,Entertainment
2024-03-23,More Supermarket,411.04,DEBIT,Groceries
2024-03-23,Croma Electronics,1077.98,DEBIT,Shopping
2024-03-23,Starbucks Powai,85.92,DEBIT,Take-out
2024-03-23,MSEB electricity bill,610.63,DEBIT,Utilities
2024-03-24,More Supermarket,783.93,DEBIT,Groceries
2024-03-24,Fresh Fruits & Veg Co.,300.65,DEBIT,Groceries
2024-03-24,Decathlon Powai,1607.33,DEBIT,Shopping
2024-03-24,Flipkart order,1324.74,DEBIT,Shopping
2024-03-24,Cafe Coffee Day,84.65,DEBIT,Take-out
2024-03-24,Cafe Coffee Day,424.25,DEBIT,Take-out
2024-03-24,Airtel Fibre broadband,501.72,DEBIT,Utilities
2024-03-24,Water tax payment,757.61,DEBIT,Utilities
2024-03-25,Spotify Premium,402.36,DEBIT,Entertainment
2024-03-25,BigBasket order,175.15,DEBIT,Groceries
2024-03-25,More Supermarket,821.61,DEBIT,Groceries
2024-03-25,Zomato order,290.61,DEBIT,Take-out
2024-03-25,Dominos Pizza,572.22,DEBIT,Take-out
2024-03-26,Fresh Fruits & Veg Co.,358.89,DEBIT,Groceries
2024-03-26,DMart Andheri West,271.96,DEBIT,Groceries
2024-03-26,DMart Andheri West,322.76,DEBIT,Groceries
2024-03-26,Ola Cabs,215.78,DEBIT,Transport
2024-03-26,Mahanagar Gas bill,519.79,DEBIT,Utilities
2024-03-27,Netflix subscription,278.99,DEBIT,Entertainment
2024-03-27,DMart Andheri West,202.14,DEBIT,Groceries
2024-03-27,Fresh Fruits & Veg Co.,249.99,DEBIT,Groceries
2024-03-27,DMart Andheri West,318.96,DEBIT,Groceries
2024-03-27,Starbucks Powai,226.27,DEBIT,Take-out
2024-03-27,HP Petrol Pump,435.58,DEBIT,Transport
2024-03-27,Airtel Fibre broadband,796.62,DEBIT,Utilities
2024-03-28,Spotify Premium,612.67,DEBIT,Entertainment
2024-03-28,Netflix subscription,268.90,DEBIT,Entertainment
2024-03-28,DMart Andheri West,564.68,DEBIT,Groceries
2024-03-28,BigBasket order,877.76,DEBIT,Groceries
2024-03-28,Nature's Basket,327.46,DEBIT,Groceries
2024-03-28,Croma Electronics,1114.18,DEBIT,Shopping
2024-03-28,Flipkart order,260.68,DEBIT,Shopping
2024-03-28,Ola Cabs,173.44,DEBIT,Transport
2024-03-29,Nature's Basket,614.33,DEBIT,Groceries
2024-03-29,More Supermarket,790.37,DEBIT,Groceries
2024-03-29,IKEA Navi Mumbai,1210.79,DEBIT,Shopping
2024-03-29,CityFlo monthly pass,130.35,DEBIT,Transport
2024-03-29,Indian Oil fuel,65.96,DEBIT,Transport
2024-03-30,PVR Cinemas,694.99,DEBIT,Entertainment
2024-03-30,Fresh Fruits & Veg Co.,809.26,DEBIT,Groceries
2024-03-30,Decathlon Powai,972.16,DEBIT,Shopping
2024-03-30,Dominos Pizza,139.37,DEBIT,Take-out
2024-03-30,Dominos Pizza,190.89,DEBIT,Take-out
2024-03-30,Indian Oil fuel,483.02,DEBIT,Transport
2024-03-30,CityFlo monthly pass,213.31,DEBIT,Transport
2024-03-30,Uber ride,317.38,DEBIT,Transport
2024-03-30,MSEB electricity bill,338.82,DEBIT,Utilities
2024-03-31,BigBasket order,282.79,DEBIT,Groceries
2024-03-31,More Supermarket,1030.89,DEBIT,Groceries
2024-03-31,Fresh Fruits & Veg Co.,319.54,DEBIT,Groceries
2024-03-31,BigBasket order,425.83,DEBIT,Groceries
2024-03-31,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2024-03-31,Croma Electronics,1039.66,DEBIT,Shopping
2024-03-31,Behrouz Biryani,522.87,DEBIT,Take-out
2024-03-31,Starbucks Powai,116.50,DEBIT,Take-out
2024-03-31,Jio postpaid bill,873.82,DEBIT,Utilities
2024-04-01,DMart Andheri West,619.88,DEBIT,Groceries
2024-04-01,Fresh Fruits & Veg Co.,121.28,DEBIT,Groceries
2024-04-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2024-04-01,Croma Electronics,1452.78,DEBIT,Shopping
2024-04-01,Starbucks Powai,381.73,DEBIT,Take-out
2024-04-01,HP Petrol Pump,121.07,DEBIT,Transport
2024-04-01,Mumbai Metro recharge,255.56,DEBIT,Transport
2024-04-01,HP Petrol Pump,305.84,DEBIT,Transport
2024-04-01,Jio postpaid bill,163.12,DEBIT,Utilities
2024-04-02,BigBasket order,363.97,DEBIT,Groceries
2024-04-02,Nature's Basket,493.68,DEBIT,Groceries
2024-04-02,Fresh Fruits & Veg Co.,397.29,DEBIT,Groceries
2024-04-02,IKEA Navi Mumbai,698.18,DEBIT,Shopping
2024-04-02,Flipkart order,1373.49,DEBIT,Shopping
2024-04-02,Myntra order,1107.74,DEBIT,Shopping
2024-04-02,Dominos Pizza,161.64,DEBIT,Take-out
2024-04-02,HP Petrol Pump,344.26,DEBIT,Transport
2024-04-02,Mumbai Metro recharge,159.24,DEBIT,Transport
2024-04-03,Nature's Basket,479.18,DEBIT,Groceries
2024-04-03,More Supermarket,639.17,DEBIT,Groceries
2024-04-03,Nature's Basket,1012.38,DEBIT,Groceries
2024-04-03,Croma Electronics,2136.17,DEBIT,Shopping
2024-04-03,Swiggy order,95.48,DEBIT,Take-out
2024-04-03,Ola Cabs,456.14,DEBIT,Transport
2024-04-03,Ola Cabs,448.08,DEBIT,Transport
2024-04-03,Indian Oil fuel,165.86,DEBIT,Transport
2024-04-04,Reliance Fresh,324.17,DEBIT,Groceries
2024-04-04,DMart Andheri West,776.81,DEBIT,Groceries
2024-04-04,BigBasket order,459.30,DEBIT,Groceries
2024-04-04,Flipkart order,587.67,DEBIT,Shopping
2024-04-04,Amazon.in order,1852.30,DEBIT,Shopping
2024-04-04,Behrouz Biryani,320.60,DEBIT,Take-out
2024-04-04,Starbucks Powai,431.38,DEBIT,Take-out
2024-04-04,Mumbai Metro recharge,127.89,DEBIT,Transport
2024-04-04,Water tax payment,285.07,DEBIT,Utilities
2024-04-05,DMart Andheri West,814.10,DEBIT,Groceries
2024-04-05,BigBasket order,364.17,DEBIT,Groceries
2024-04-05,Reliance Fresh,324.10,DEBIT,Groceries
2024-04-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2024-04-05,IKEA Navi Mumbai,2129.50,DEBIT,Shopping
2024-04-05,Cafe Coffee Day,300.66,DEBIT,Take-out
2024-04-05,Starbucks Powai,422.30,DEBIT,Take-out
2024-04-05,Zomato order,234.62,DEBIT,Take-out
2024-04-05,Dominos Pizza,202.37,DEBIT,Take-out
2024-04-05,Dominos Pizza,155.31,DEBIT,Take-out
2024-04-06,Nature's Basket,163.60,DEBIT,Groceries
2024-04-06,Fresh Fruits & Veg Co.,176.93,DEBIT,Groceries
2024-04-06,DMart Andheri West,509.30,DEBIT,Groceries
2024-04-06,Starbucks Powai,472.04,DEBIT,Take-out
2024-04-06,Mumbai Metro recharge,307.71,DEBIT,Transport
2024-04-07,BookMyShow tickets,395.88,DEBIT,Entertainment
2024-04-07,More Supermarket,119.85,DEBIT,Groceries
2024-04-07,Fresh Fruits & Veg Co.,403.87,DEBIT,Groceries
2024-04-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2024-04-07,Flipkart order,579.08,DEBIT,Shopping
2024-04-07,Flipkart order,1676.74,DEBIT,Shopping
2024-04-07,Dominos Pizza,415.20,DEBIT,Take-out
2024-04-07,Swiggy order,317.05,DEBIT,Take-out
2024-04-08,Fresh Fruits & Veg Co.,290.28,DEBIT,Groceries
2024-04-08,More Supermarket,656.71,DEBIT,Groceries
2024-04-08,Reliance Fresh,402.76,DEBIT,Groceries
2024-04-08,Indian Oil fuel,275.23,DEBIT,Transport
2024-04-08,Airtel Fibre broadband,750.75,DEBIT,Utilities
2024-04-09,Fresh Fruits & Veg Co.,452.01,DEBIT,Groceries
2024-04-09,Mumbai Metro recharge,236.66,DEBIT,Transport
2024-04-09,Mumbai Metro recharge,319.77,DEBIT,Transport
2024-04-09,CityFlo monthly pass,352.92,DEBIT,Transport
2024-04-09,Water tax payment,668.68,DEBIT,Utilities
2024-04-10,More Supermarket,461.21,DEBIT,Groceries
2024-04-10,Fresh Fruits & Veg Co.,232.42,DEBIT,Groceries
2024-04-10,Nature's Basket,219.83,DEBIT,Groceries
2024-04-10,Reliance Fresh,866.16,DEBIT,Groceries
2024-04-10,Flipkart order,1610.15,DEBIT,Shopping
2024-04-10,Starbucks Powai,201.39,DEBIT,Take-out
2024-04-10,Jio postpaid bill,744.48,DEBIT,Utilities
2024-04-11,Amazon.in order,1596.33,DEBIT,Shopping
2024-04-11,Cafe Coffee Day,265.31,DEBIT,Take-out
2024-04-11,Behrouz Biryani,225.73,DEBIT,Take-out
2024-04-11,Ola Cabs,159.78,DEBIT,Transport
2024-04-11,HP Petrol Pump,333.33,DEBIT,Transport
2024-04-11,Water tax payment,579.76,DEBIT,Utilities
2024-04-12,Spotify Premium,710.24,DEBIT,Entertainment
2024-04-12,Nature's Basket,695.90,DEBIT,Groceries
2024-04-12,Amazon.in order,880.53,DEBIT,Shopping
2024-04-12,Swiggy order,257.76,DEBIT,Take-out
2024-04-12,Zomato order,497.26,DEBIT,Take-out
2024-04-12,Cafe Coffee Day,436.31,DEBIT,Take-out
2024-04-12,Swiggy order,245.06,DEBIT,Take-out
2024-04-12,Uber ride,100.77,DEBIT,Transport
2024-04-12,Airtel Fibre broadband,364.28,DEBIT,Utilities
2024-04-13,DMart Andheri West,754.75,DEBIT,Groceries
2024-04-13,Reversal of failed UPI payment,1024.45,CREDIT,Refund
2024-04-13,Myntra order,1422.37,DEBIT,Shopping
2024-04-13,Cafe Coffee Day,339.92,DEBIT,Take-out
2024-04-13,Water tax payment,703.86,DEBIT,Utilities
2024-04-13,Mahanagar Gas bill,634.88,DEBIT,Utilities
2024-04-14,BookMyShow tickets,452.49,DEBIT,Entertainment
2024-04-14,Spotify Premium,724.54,DEBIT,Entertainment
2024-04-14,DMart Andheri West,634.57,DEBIT,Groceries
2024-04-14,Reliance Fresh,524.48,DEBIT,Groceries
2024-04-14,Fresh Fruits & Veg Co.,326.20,DEBIT,Groceries
2024-04-14,Dominos Pizza,408.28,DEBIT,Take-out
2024-04-14,CityFlo monthly pass,132.50,DEBIT,Transport
2024-04-14,Water tax payment,431.97,DEBIT,Utilities
2024-04-15,Nature's Basket,480.04,DEBIT,Groceries
2024-04-15,Decathlon Powai,1598.59,DEBIT,Shopping
2024-04-15,Croma Electronics,1297.65,DEBIT,Shopping
2024-04-15,Behrouz Biryani,350.36,DEBIT,Take-out
2024-04-15,Swiggy order,253.90,DEBIT,Take-out
2024-04-15,Starbucks Powai,281.23,DEBIT,Take-out
2024-04-15,Indian Oil fuel,245.95,DEBIT,Transport
2024-04-15,Mahanagar Gas bill,363.01,DEBIT,Utilities
2024-04-16,DMart Andheri West,326.03,DEBIT,Groceries
2024-04-16,DMart Andheri West,518.63,DEBIT,Groceries
2024-04-16,DMart Andheri West,861.06,DEBIT,Groceries
2024-04-16,Reliance Fresh,234.19,DEBIT,Groceries
2024-04-16,Behrouz Biryani,322.96,DEBIT,Take-out
2024-04-16,HP Petrol Pump,82.55,DEBIT,Transport
2024-04-16,Indian Oil fuel,376.01,DEBIT,Transport
2024-04-17,Netflix subscription,773.40,DEBIT,Entertainment
2024-04-17,BookMyShow tickets,183.82,DEBIT,Entertainment
2024-04-17,DMart Andheri West,442.04,DEBIT,Groceries
2024-04-17,Decathlon Powai,882.72,DEBIT,Shopping
2024-04-17,Zomato order,273.56,DEBIT,Take-out
2024-04-17,HP Petrol Pump,282.52,DEBIT,Transport
2024-04-18,Nature's Basket,409.44,DEBIT,Groceries
2024-04-18,IKEA Navi Mumbai,800.12,DEBIT,Shopping
2024-04-18,Myntra order,1230.68,DEBIT,Shopping
2024-04-18,Cafe Coffee Day,332.08,DEBIT,Take-out
2024-04-18,Dominos Pizza,287.52,DEBIT,Take-out
2024-04-18,Airtel Fibre broadband,286.85,DEBIT,Utilities
2024-04-19,Reliance Fresh,271.91,DEBIT,Groceries
2024-04-19,BigBasket order,681.82,DEBIT,Groceries
2024-04-19,DMart Andheri West,259.61,DEBIT,Groceries
2024-04-19,IKEA Navi Mumbai,432.73,DEBIT,Shopping
2024-04-19,IKEA Navi Mumbai,710.74,DEBIT,Shopping
2024-04-19,CityFlo monthly pass,85.56,DEBIT,Transport
2024-04-20,More Supermarket,334.83,DEBIT,Groceries
2024-04-20,More Supermarket,376.45,DEBIT,Groceries
2024-04-20,Cafe Coffee Day,143.60,DEBIT,Take-out
2024-04-20,Starbucks Powai,174.14,DEBIT,Take-out
2024-04-20,Cafe Coffee Day,379.28,DEBIT,Take-out
2024-04-20,Behrouz Biryani,264.98,DEBIT,Take-out
2024-04-20,Water tax payment,692.14,DEBIT,Utilities
2024-04-20,Jio postpaid bill,644.44,DEBIT,Utilities
2024-04-21,Steam games purchase,719.99,DEBIT,Entertainment
2024-04-21,More Supermarket,514.03,DEBIT,Groceries
2024-04-21,Flipkart order,1559.21,DEBIT,Shopping
2024-04-21,IKEA Navi Mumbai,893.50,DEBIT,Shopping
2024-04-21,HP Petrol Pump,235.89,DEBIT,Transport
2024-04-21,CityFlo monthly pass,467.36,DEBIT,Transport
2024-04-22,Fresh Fruits & Veg Co.,475.05,DEBIT,Groceries
2024-04-22,DMart Andheri West,407.92,DEBIT,Groceries
2024-04-22,More Supermarket,446.87,DEBIT,Groceries
2024-04-22,CityFlo monthly pass,184.51,DEBIT,Transport
2024-04-22,Mahanagar Gas bill,531.43,DEBIT,Utilities
2024-04-23,Fresh Fruits & Veg Co.,697.71,DEBIT,Groceries
2024-04-23,Myntra order,2012.70,DEBIT,Shopping
2024-04-23,Dominos Pizza,404.94,DEBIT,Take-out
2024-04-23,Cafe Coffee Day,428.61,DEBIT,Take-out
2024-04-23,Mumbai Metro recharge,216.40,DEBIT,Transport
2024-04-23,Indian Oil fuel,66.27,DEBIT,Transport
2024-04-23,Jio postpaid bill,316.87,DEBIT,Utilities
2024-04-24,Netflix subscription,328.14,DEBIT,Entertainment
2024-04-24,Spotify Premium,524.32,DEBIT,Entertainment
2024-04-24,DMart Andheri West,403.01,DEBIT,Groceries
2024-04-24,Croma Electronics,1332.99,DEBIT,Shopping
2024-04-24,Behrouz Biryani,296.25,DEBIT,Take-out
2024-04-24,Starbucks Powai,307.83,DEBIT,Take-out
2024-04-24,Uber ride,177.54,DEBIT,Transport
2024-04-24,Ola Cabs,321.41,DEBIT,Transport
2024-04-25,PVR Cinemas,788.54,DEBIT,Entertainment
2024-04-25,Nature's Basket,545.48,DEBIT,Groceries
2024-04-25,More Supermarket,795.95,DEBIT,Groceries
2024-04-25,BigBasket order,876.89,DEBIT,Groceries
2024-04-25,Swiggy order,359.09,DEBIT,Take-out
2024-04-25,Starbucks Powai,462.80,DEBIT,Take-out
2024-04-25,HP Petrol Pump,131.30,DEBIT,Transport
2024-04-25,MSEB electricity bill,474.61,DEBIT,Utilities
2024-04-26,Spotify Premium,841.41,DEBIT,Entertainment
2024-04-26,Reliance Fresh,243.89,DEBIT,Groceries
2024-04-26,IKEA Navi Mumbai,1107.59,DEBIT,Shopping
2024-04-26,Behrouz Biryani,563.26,DEBIT,Take-out
2024-04-26,Mumbai Metro recharge,124.25,DEBIT,Transport
2024-04-26,Uber ride,243.53,DEBIT,Transport
2024-04-26,Mumbai Metro recharge,397.71,DEBIT,Transport
2024-04-27,Nature's Basket,901.79,DEBIT,Groceries
2024-04-27,More Supermarket,588.66,DEBIT,Groceries
2024-04-27,Nature's Basket,183.80,DEBIT,Groceries
2024-04-27,Myntra order,1030.28,DEBIT,Shopping
2024-04-27,Dominos Pizza,84.23,DEBIT,Take-out
2024-04-27,Swiggy order,178.85,DEBIT,Take-out
2024-04-27,Indian Oil fuel,228.02,DEBIT,Transport
2024-04-27,Indian Oil fuel,124.49,DEBIT,Transport
2024-04-27,Water tax payment,542.48,DEBIT,Utilities
2024-04-28,Steam games purchase,623.46,DEBIT,Entertainment
2024-04-28,Nature's Basket,689.74,DEBIT,Groceries
2024-04-28,Starbucks Powai,231.65,DEBIT,Take-out
2024-04-28,Dominos Pizza,246.82,DEBIT,Take-out
2024-04-28,Ola Cabs,243.63,DEBIT,Transport
2024-04-28,Jio postpaid bill,426.74,DEBIT,Utilities
2024-04-29,BigBasket order,479.49,DEBIT,Groceries
2024-04-29,Nature's Basket,619.48,DEBIT,Groceries
2024-04-29,Nature's Basket,448.98,DEBIT,Groceries
2024-04-29,Dominos Pizza,274.53,DEBIT,Take-out
2024-04-29,Dominos Pizza,128.50,DEBIT,Take-out
2024-04-29,CityFlo monthly pass,449.79,DEBIT,Transport
2024-04-29,Indian Oil fuel,94.48,DEBIT,Transport
2024-04-29,Airtel Fibre broadband,250.28,DEBIT,Utilities
2024-04-30,PVR Cinemas,719.87,DEBIT,Entertainment
2024-04-30,Reliance Fresh,523.81,DEBIT,Groceries
2024-04-30,Reliance Fresh,370.99,DEBIT,Groceries
2024-04-30,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2024-04-30,IKEA Navi Mumbai,1789.75,DEBIT,Shopping
2024-04-30,IKEA Navi Mumbai,962.72,DEBIT,Shopping
2024-04-30,Starbucks Powai,81.26,DEBIT,Take-out
2024-04-30,Zomato order,136.24,DEBIT,Take-out
2024-04-30,HP Petrol Pump,181.54,DEBIT,Transport
2024-04-30,HP Petrol Pump,165.71,DEBIT,Transport
2024-05-01,Reliance Fresh,999.97,DEBIT,Groceries
2024-05-01,BigBasket order,466.58,DEBIT,Groceries
2024-05-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2024-05-01,Dominos Pizza,74.28,DEBIT,Take-out
2024-05-01,Starbucks Powai,204.49,DEBIT,Take-out
2024-05-01,Mumbai Metro recharge,429.84,DEBIT,Transport
